Date,Open,High,Low,Close,Volume
2025-06-18,1596.5586,1619.9012,1596.5586,1608.2792,5629707
2025-06-19,1599.4149,1605.4229,1587.2018,1593.9978,5147760
2025-06-20,1594.5887,1606.1123,1584.641,1598.4299,9202821
2025-06-23,1576.8601,1576.8601,1551.6461,1560.1165,7943676
2025-06-24,1576.8601,1584.7394,1552.828,1557.7526,8083992
2025-06-25,1566.026,1595.4751,1561.1998,1590.5505,7813533
2025-06-26,1584.5425,1599.5133,1582.3756,1591.6339,6519233
2025-06-27,1594.5887,1605.0288,1578.239,1583.7545,8912268
2025-06-30,1590.649,1590.649,1570.0641,1577.6481,6294505
2025-07-01,1584.7395,1593.3083,1576.3677,1582.5728,4178937
2025-07-02,1593.6038,1624.1364,1579.224,1586.2169,8653641
2025-07-03,1594.0963,1607.7867,1590.649,1594.2932,5259695
2025-07-04,1600.4982,1618.6208,1587.9897,1615.9614,4411273
2025-07-07,1615.2721,1619.2118,1598.5285,1602.4681,3294523
2025-07-08,1603.453,1621.3785,1597.051,1613.9916,4590681
2025-07-09,1613.1053,1613.3022,1599.1193,1609.067,4580828
2025-07-10,1614.1887,1614.1887,1582.8681,1591.437,5330179
2025-07-11,1555.2902,1582.8681,1539.433,1570.8521,11391755
2025-07-14,1567.7989,1567.7989,1536.2814,1546.623,9173426
2025-07-15,1541.5014,1579.4209,1540.418,1561.6923,7614807
2025-07-16,1555.1919,1587.6943,1554.6994,1583.6561,6223491
2025-07-17,1573.9054,1585.7245,1556.2753,1559.624,7374814
2025-07-18,1568.0942,1575.1857,1556.1767,1562.1847,5161833
2025-07-21,1556.1768,1565.0411,1543.1759,1560.412,3682661
2025-07-22,1541.4029,1561.8894,1541.4029,1547.214,8473741
2025-07-23,1552.5326,1567.8973,1526.6291,1550.7596,8035026
2025-07-24,1556.1768,1558.1466,1524.8562,1529.0914,14169664
2025-07-25,1520.1286,1526.1366,1488.5126,1492.8462,10851259
2025-07-28,1491.0734,1496.392,1460.1468,1493.1417,6439855
2025-07-29,1490.0885,1494.3236,1473.5417,1490.8763,7070448
2025-07-30,1496.983,1498.7558,1483.2926,1496.0966,5719051
2025-07-31,1486.9367,1504.0744,1474.4283,1486.2473,6851407
2025-08-01,1471.3749,1476.1025,1443.4031,1447.4413,8702978
2025-08-04,1439.4635,1460.4424,1429.1218,1458.177,8610216
2025-08-05,1456.4041,1456.4041,1433.0615,1438.2816,10213323
2025-08-06,1430.1067,1434.1449,1408.7339,1415.0374,10566934
2025-08-07,1408.4384,1420.2575,1392.8766,1415.2344,9892020
2025-08-08,1403.5138,1411.5901,1395.7329,1401.6425,10048009
2025-08-11,1398.4907,1411.7872,1392.6797,1406.6655,6625368
2025-08-12,1406.6656,1419.2726,1399.5742,1402.6274,9899184
2025-08-13,1403.5139,1412.3782,1400.9531,1405.0897,10318063
2025-08-14,1404.6956,1447.8353,1404.6956,1425.8715,12902347
2025-08-18,1442.6151,1442.6151,1408.0444,1414.151,7254561
2025-08-19,1411.0977,1427.546,1411.0977,1418.2877,3986094
2025-08-20,1418.9771,1476.3981,1418.9771,1473.6403,10413061
2025-08-21,1485.2624,1485.2624,1461.9197,1473.8373,6565539
2025-08-22,1475.5116,1481.6181,1463.6925,1465.0714,5543397
2025-08-25,1483.9819,1515.7949,1483.9819,1508.9989,10694531
2025-08-26,1500.0362,1515.204,1495.7025,1506.5366,15994798
2025-08-28,1506.5366,1506.5366,1475.4131,1477.4814,5443364
2025-08-29,1479.2543,1479.2543,1445.5699,1447.4413,8169075
2025-09-01,1454.4343,1480.7318,1453.9419,1476.7921,4546057
2025-09-02,1476.7921,1489.99,1463.8896,1476.1025,5218763
2025-09-03,1477.383,1479.2544,1450.7901,1456.7981,4623483
2025-09-04,1461.6243,1461.6243,1438.0846,1440.9409,5787724
2025-09-05,1447.8353,1450.4945,1411.3932,1422.8182,5466487
2025-09-08,1429.1219,1436.0163,1406.7642,1411.2948,3811567
2025-09-09,1458.6694,1484.4743,1450.2976,1481.6182,13072640
2025-09-10,1487.3307,1511.7568,1486.5428,1509.4915,7281071
2025-09-11,1500.9226,1504.4683,1483.7849,1486.9366,8003662
2025-09-12,1513.8251,1519.6361,1498.1648,1502.5969,12856963
2025-09-15,1502.597,1504.4684,1478.5649,1485.6564,6167414
2025-09-16,1485.6564,1491.1719,1480.8303,1488.5127,8923112
2025-09-17,1494.0282,1503.6804,1491.1719,1499.4453,4795698
2025-09-18,1526.6291,1531.5538,1515.3025,1517.3708,9331945
2025-09-19,1521.3105,1527.9095,1497.1799,1516.9768,12988129
2025-09-22,1460.3438,1491.8613,1459.6544,1476.8905,15655204
2025-09-23,1470.4885,1490.1869,1470.4885,1474.9207,9832164
2025-09-24,1464.7759,1474.1326,1460.3437,1472.0643,4937004
2025-09-25,1466.5489,1480.0422,1454.2373,1462.4122,9491867
2025-09-26,1452.7599,1456.4041,1419.4695,1427.0535,8597058
2025-09-29,1437.9861,1442.9107,1414.8404,1420.0605,10513117
2025-09-30,1421.2424,1430.3036,1416.4163,1420.0605,7556305
2025-10-01,1424.1972,1427.6444,1405.8777,1424.0002,6250692
2025-10-03,1417.3027,1426.4625,1411.5901,1424.7881,6877533
2025-10-06,1424.7881,1456.5027,1420.553,1453.7449,4630590
2025-10-07,1455.4191,1460.5408,1432.0765,1436.5087,5570320
2025-10-08,1435.0313,1475.4131,1433.0615,1472.4584,4657192
2025-10-09,1479.3529,1491.1719,1464.579,1486.5428,7028753
2025-10-10,1487.2322,1498.7557,1476.2011,1492.0583,3738353
2025-10-13,1474.4282,1482.012,1461.0333,1470.6854,5859355
2025-10-14,1476.3981,1491.5659,1464.0865,1467.4353,5600789
2025-10-15,1461.5258,1466.1549,1445.3731,1452.1691,6986098
